date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:35:55	3406/3406	---M--	200	added ('OK')	image/png	etag:%2228a0068-d4e-5c794e5efb3cb%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/FANUC-paevlzsnor9eu9brt4i3s5fmca7b68kmvkyv5oie9q.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/FANUC-paevlzsnor9eu9brt4i3s5fmca7b68kmvkyv5oie9q.png	(from https://plcdelnorte.com/)
08:35:55	6171/6171	---M--	200	added ('OK')	image/png	etag:%2228a0069-181b-5c794e5efc36b%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/GE-FANUC-paevm0qhvlap5vaenmwqcn72xo2odxod7pmcmyh03i.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/GE-FANUC-paevm0qhvlap5vaenmwqcn72xo2odxod7pmcmyh03i.png	(from https://plcdelnorte.com/)
08:35:56	236465/236465	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202022%2014:35:56%20GMT	https://plcdelnorte.com/contacto/	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/contacto/index.html	(from https://plcdelnorte.com/)
08:35:56	250257/250257	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202022%2014:35:56%20GMT	https://plcdelnorte.com/somos/	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/somos/index.html	(from https://plcdelnorte.com/)
08:35:56	2167/2167	---M--	200	added ('OK')	image/png	etag:%2228a006a-877-5c794e5efcf23%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/HONEYWELL-paevm1oc2fbzhh91i5bcx4yjj1y1lms3ju9u48flxa.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/HONEYWELL-paevm1oc2fbzhh91i5bcx4yjj1y1lms3ju9u48flxa.png	(from https://plcdelnorte.com/)
08:35:56	5513/5513	---M--	200	added ('OK')	image/png	etag:%2228a006b-1589-5c794e5efdec4%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/LOGOS-SITIO-WEB_0000s_0015_ifm_elektronic_logo-copia-paevm3k0g3ek4p6b764m24hgptos10zk83kt2sctku.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/LOGOS-SITIO-WEB_0000s_0015_ifm_elektronic_logo-copia-paevm3k0g3ek4p6b764m24hgptos10zk83kt2sctku.png	(from https://plcdelnorte.com/)
08:35:57	4455/4455	---M--	200	added ('OK')	image/png	etag:%2228a006c-1167-5c794e5efee64%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/MITSUBISHI-paevm4humxfugb4y1oj8mm8xb7k58q3ak88ak2bfem.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/MITSUBISHI-paevm4humxfugb4y1oj8mm8xb7k58q3ak88ak2bfem.png	(from https://plcdelnorte.com/)
08:35:57	2843/2843	---M--	200	added ('OK')	image/png	etag:%2228a006d-b1b-5c794e5effa1c%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/OMRON-paevm5fotrh4rx3kw6xv740dwlfigf70wcvs1ca18e.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/OMRON-paevm5fotrh4rx3kw6xv740dwlfigf70wcvs1ca18e.png	(from https://plcdelnorte.com/)
08:35:57	8474/8474	---M--	200	added ('OK')	image/png	etag:%2228a006e-211a-5c794e5f009bc%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/REXROTH-BOSCH-paevm6dj0lif3j27qpchrlruhzavo4ar8hj9im8n26.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/REXROTH-BOSCH-paevm6dj0lif3j27qpchrlruhzavo4ar8hj9im8n26.png	(from https://plcdelnorte.com/)
08:35:57	7165/7165	---M--	200	added ('OK')	image/png	etag:%2228a006f-1bfd-5c794e5f0195c%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/REXROTH-paevm7bd7fjpf50ul7r4c3jb3d68vtehkm6qzw78vy.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/REXROTH-paevm7bd7fjpf50ul7r4c3jb3d68vtehkm6qzw78vy.png	(from https://plcdelnorte.com/)
08:35:58	4366/4366	---M--	200	added ('OK')	image/png	etag:%2228a0070-110e-5c794e5f028fc%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/ROCKWELL-paevm897e9kzqqzhfq5qwlaror1m3ii7wqu8h65upq.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/ROCKWELL-paevm897e9kzqqzhfq5qwlaror1m3ii7wqu8h65upq.png	(from https://plcdelnorte.com/)
08:35:58	2219/2219	---M--	200	added ('OK')	image/png	etag:%2228a0071-8ab-5c794e5f034b4%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/SIEMENS-paevma4vrxnkdywr4qz01ktovisciwpol057fq32da.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/SIEMENS-paevma4vrxnkdywr4qz01ktovisciwpol057fq32da.png	(from https://plcdelnorte.com/)
08:35:58	1899/1899	---M--	200	added ('OK')	image/png	etag:%2228a0072-76b-5c794e5f0406c%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/TURCK-paevma4vrxnkdywr4qz01ktovisciwpol057fq32da.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/TURCK-paevma4vrxnkdywr4qz01ktovisciwpol057fq32da.png	(from https://plcdelnorte.com/)
08:35:58	6642/6642	---M--	200	added ('OK')	image/png	etag:%2228a0073-19f2-5c794e5f0500c%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/VIPA-paevmc0k5lq516u0trs96kcm2aj2yax599g6ea0a0u.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/VIPA-paevmc0k5lq516u0trs96kcm2aj2yax599g6ea0a0u.png	(from https://plcdelnorte.com/)
08:35:59	5883/5883	---M--	200	added ('OK')	image/png	etag:%2228a0074-16fb-5c794e5f05bc4%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/YASKAWA-paevmcyecfrfcssnoa6vr242noeg600vle3nvjyvum.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/YASKAWA-paevmcyecfrfcssnoa6vr242noeg600vle3nvjyvum.png	(from https://plcdelnorte.com/)
08:35:59	4674/4674	---M--	200	added ('OK')	image/png	etag:%2228a0075-1242-5c794e5f06b64%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/ASCA-paevmtvhrgel5s42xhi5zxudcm320jw1npueij9sqm.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/ASCA-paevmtvhrgel5s42xhi5zxudcm320jw1npueij9sqm.png	(from https://plcdelnorte.com/)
08:35:59	4257/4257	---M--	200	added ('OK')	image/png	etag:%2228a0076-10a1-5c794e5f07b04%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/ATLAS-COPCO-paevmutbyafvhe2przwskfltxzyf88zrzuhvzt8eke.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/ATLAS-COPCO-paevmutbyafvhe2przwskfltxzyf88zrzuhvzt8eke.png	(from https://plcdelnorte.com/)
08:35:59	9126/9126	---M--	200	added ('OK')	image/png	etag:%2228a0077-23a6-5c794e5f08aa4%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/AUTOMATION-DIRECT-paevmvr654h5t01cmibf4xdajdtsfy3ibz5dh370e6.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/AUTOMATION-DIRECT-paevmvr654h5t01cmibf4xdajdtsfy3ibz5dh370e6.png	(from https://plcdelnorte.com/)
08:35:59	3709/3709	---M--	200	added ('OK')	image/png	etag:%2228a0078-e7d-5c794e5f09a44%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/CHICAGO-PNEUMATIC-paevmwp0byig4lzzh0q1pf4r4rp5nn78o3suyd5m7y.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/CHICAGO-PNEUMATIC-paevmwp0byig4lzzh0q1pf4r4rp5nn78o3suyd5m7y.png	(from https://plcdelnorte.com/)
08:36:00	4856/4856	---M--	200	added ('OK')	image/png	etag:%2228a0079-12f8-5c794e5f0a5fd%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/D-SQUARE-paevmxmuisjqg7ymbj4o9ww7q5kivcaz08gcfn481q.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/D-SQUARE-paevmxmuisjqg7ymbj4o9ww7q5kivcaz08gcfn481q.png	(from https://plcdelnorte.com/)
08:36:00	1377/1377	---M--	200	added ('OK')	image/png	etag:%2228a007a-561-5c794e5f0b59d%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/FESTO-paevmykopml0rtx961jauenobjfw31epcd3twx2tvi.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/FESTO-paevmykopml0rtx961jauenobjfw31epcd3twx2tvi.png	(from https://plcdelnorte.com/)
08:36:00	2170/2170	---M--	200	added ('OK')	image/png	etag:%2228a007b-87a-5c794e5f0c155%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/OKUMA-paevmziiwgmb3fvw0jxxewf4wxb9aqifohrbe71fpa.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/OKUMA-paevmziiwgmb3fvw0jxxewf4wxb9aqifohrbe71fpa.png	(from https://plcdelnorte.com/)
08:36:00	2283/2283	---M--	200	added ('OK')	image/png	etag:%2228a007c-8eb-5c794e5f0cd0d%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/PARKER-paevn0gd3anlf1uiv2cjze6lib6mifm60mesvh01j2.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/PARKER-paevn0gd3anlf1uiv2cjze6lib6mifm60mesvh01j2.png	(from https://plcdelnorte.com/)
08:36:01	4868/4868	---M--	200	added ('OK')	image/png	etag:%2228a007d-1304-5c794e5f0dcad%22	https://plcdelnorte.com/wp-content/uploads/elementor/thumbs/SCHNEIDER-paevn1e7a4ovqnt5pkr6jvy23p1zq4pwcr2acqyncu.png	C:/Users/Hp/Desktop/Demo/plc/plcdelnorte.com/wp-content/uploads/elementor/thumbs/SCHNEIDER-paevn1e7a4ovqnt5pkr6jvy23p1zq4pwcr2acqyncu.png	(from https://plcdelnorte.com/)
